bucket,confidence,currentBrand,fileId,guessedBrand,model,normalizedModel,oldBrand,previewUrl,reason,reviewStatus,rule,suggestedBrand,suggestionReason,title,viewerUrl
73xxx,medium,DO ROZPOZNANIA,1Cx6ta-4YuAvjMnxc5tzXayzGteuK5N9m,LUND,73201,73201,DO ROZPOZNANIA,https://drive.google.com/file/d/1Cx6ta-4YuAvjMnxc5tzXayzGteuK5N9m/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73201.pdf,https://drive.google.com/file/d/1Cx6ta-4YuAvjMnxc5tzXayzGteuK5N9m/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1CFi1FRfOCYA3x-ROsInf-d9vL47nge8I,LUND,73202,73202,DO ROZPOZNANIA,https://drive.google.com/file/d/1CFi1FRfOCYA3x-ROsInf-d9vL47nge8I/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73202.pdf,https://drive.google.com/file/d/1CFi1FRfOCYA3x-ROsInf-d9vL47nge8I/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1ON5Svay2Im1N5Sxv5WzP85kti8vtd8Zm,LUND,73203,73203,DO ROZPOZNANIA,https://drive.google.com/file/d/1ON5Svay2Im1N5Sxv5WzP85kti8vtd8Zm/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73203.pdf,https://drive.google.com/file/d/1ON5Svay2Im1N5Sxv5WzP85kti8vtd8Zm/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1sccR21AhMdj7inafmlYxELtgJadVIAxi,LUND,73400,73400,DO ROZPOZNANIA,https://drive.google.com/file/d/1sccR21AhMdj7inafmlYxELtgJadVIAxi/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73400.pdf,https://drive.google.com/file/d/1sccR21AhMdj7inafmlYxELtgJadVIAxi/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1eSdK1WQN-ptwRGO-_eUEQsDTo3aF3euk,LUND,73403,73403,DO ROZPOZNANIA,https://drive.google.com/file/d/1eSdK1WQN-ptwRGO-_eUEQsDTo3aF3euk/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73403.pdf,https://drive.google.com/file/d/1eSdK1WQN-ptwRGO-_eUEQsDTo3aF3euk/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1hOBE2GdZ33LWxb_IttabsGNWqCns6OIf,LUND,73410,73410,DO ROZPOZNANIA,https://drive.google.com/file/d/1hOBE2GdZ33LWxb_IttabsGNWqCns6OIf/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73410.pdf,https://drive.google.com/file/d/1hOBE2GdZ33LWxb_IttabsGNWqCns6OIf/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1TFoxwXQmqin82NfXfztTUdX33TuIIusg,LUND,73420,73420,DO ROZPOZNANIA,https://drive.google.com/file/d/1TFoxwXQmqin82NfXfztTUdX33TuIIusg/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73420.pdf,https://drive.google.com/file/d/1TFoxwXQmqin82NfXfztTUdX33TuIIusg/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1f55q7HLIiAq1SquYekfdvY5h7PUnKJ4k,LUND,73470,73470,DO ROZPOZNANIA,https://drive.google.com/file/d/1f55q7HLIiAq1SquYekfdvY5h7PUnKJ4k/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73470.pdf,https://drive.google.com/file/d/1f55q7HLIiAq1SquYekfdvY5h7PUnKJ4k/view?usp=drivesdk
73xxx,medium,DO ROZPOZNANIA,1gdc59j4HOfF2GiurbLxzeOQWlaTG5PjH,LUND,73473,73473,DO ROZPOZNANIA,https://drive.google.com/file/d/1gdc59j4HOfF2GiurbLxzeOQWlaTG5PjH/preview,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,guessed_needs_confirmation,range_73_lund,LUND,Zakres 73xxx przypisany do LUND na podstawie potwierdzonego 73060 i sąsiedztwa AGD.,Czesci_zamienne_73473.pdf,https://drive.google.com/file/d/1gdc59j4HOfF2GiurbLxzeOQWlaTG5PjH/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1xbzS13WgdPQQ382NIxVKciOeKoLPZDpL,FALA,75662,75662,DO ROZPOZNANIA,https://drive.google.com/file/d/1xbzS13WgdPQQ382NIxVKciOeKoLPZDpL/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75662.pdf,https://drive.google.com/file/d/1xbzS13WgdPQQ382NIxVKciOeKoLPZDpL/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1Vs3egicm34qyI6aTOyXTiQteDD3f4eTj,FALA,75663,75663,DO ROZPOZNANIA,https://drive.google.com/file/d/1Vs3egicm34qyI6aTOyXTiQteDD3f4eTj/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75663.pdf,https://drive.google.com/file/d/1Vs3egicm34qyI6aTOyXTiQteDD3f4eTj/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1WRnfeVYvdT3Ay-lzbOTkHDx8TCefyFCH,FALA,75664,75664,DO ROZPOZNANIA,https://drive.google.com/file/d/1WRnfeVYvdT3Ay-lzbOTkHDx8TCefyFCH/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75664.pdf,https://drive.google.com/file/d/1WRnfeVYvdT3Ay-lzbOTkHDx8TCefyFCH/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1uYxQIVxJFzeG-ZqK6qTl_iPsJWsjwOzp,FALA,75665,75665,DO ROZPOZNANIA,https://drive.google.com/file/d/1uYxQIVxJFzeG-ZqK6qTl_iPsJWsjwOzp/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75665.pdf,https://drive.google.com/file/d/1uYxQIVxJFzeG-ZqK6qTl_iPsJWsjwOzp/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,10b1DAA8RQ7OCm3a36ozXBPLALcDKJTJD,FALA,75670,75670,DO ROZPOZNANIA,https://drive.google.com/file/d/10b1DAA8RQ7OCm3a36ozXBPLALcDKJTJD/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75670.pdf,https://drive.google.com/file/d/10b1DAA8RQ7OCm3a36ozXBPLALcDKJTJD/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1eICZCIDLrPCM2IgfbnZ6fQySAv5_lWZU,FALA,75671,75671,DO ROZPOZNANIA,https://drive.google.com/file/d/1eICZCIDLrPCM2IgfbnZ6fQySAv5_lWZU/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75671.pdf,https://drive.google.com/file/d/1eICZCIDLrPCM2IgfbnZ6fQySAv5_lWZU/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1wRcGUEP00VZxHb472q2k9ntkUNOAN6Sx,FALA,75672,75672,DO ROZPOZNANIA,https://drive.google.com/file/d/1wRcGUEP00VZxHb472q2k9ntkUNOAN6Sx/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75672.pdf,https://drive.google.com/file/d/1wRcGUEP00VZxHb472q2k9ntkUNOAN6Sx/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1H3Eha9O7CA2fDXMvYNYNgQZSIcosCMaH,FALA,75673,75673,DO ROZPOZNANIA,https://drive.google.com/file/d/1H3Eha9O7CA2fDXMvYNYNgQZSIcosCMaH/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75673.pdf,https://drive.google.com/file/d/1H3Eha9O7CA2fDXMvYNYNgQZSIcosCMaH/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1FOvabGctbkX0dP3-2CdkA4zINFfYfuy2,FALA,75674,75674,DO ROZPOZNANIA,https://drive.google.com/file/d/1FOvabGctbkX0dP3-2CdkA4zINFfYfuy2/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75674.pdf,https://drive.google.com/file/d/1FOvabGctbkX0dP3-2CdkA4zINFfYfuy2/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1QfDXIFrDIXepCPLsiKVBbymrQBWpc_LP,FALA,75685,75685,DO ROZPOZNANIA,https://drive.google.com/file/d/1QfDXIFrDIXepCPLsiKVBbymrQBWpc_LP/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75685.pdf,https://drive.google.com/file/d/1QfDXIFrDIXepCPLsiKVBbymrQBWpc_LP/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1XamBtsgxYtjm5t5Cx0AJRUr7abvoWoHY,FALA,75686,75686,DO ROZPOZNANIA,https://drive.google.com/file/d/1XamBtsgxYtjm5t5Cx0AJRUr7abvoWoHY/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75686.pdf,https://drive.google.com/file/d/1XamBtsgxYtjm5t5Cx0AJRUr7abvoWoHY/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,10OMBbfAOma7h9P-UWbQreCf0N2JbFtBt,FALA,75687,75687,DO ROZPOZNANIA,https://drive.google.com/file/d/10OMBbfAOma7h9P-UWbQreCf0N2JbFtBt/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75687.pdf,https://drive.google.com/file/d/10OMBbfAOma7h9P-UWbQreCf0N2JbFtBt/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1csjAhMRm3xQsfESi8bopwwizy5ky5QXS,FALA,75688,75688,DO ROZPOZNANIA,https://drive.google.com/file/d/1csjAhMRm3xQsfESi8bopwwizy5ky5QXS/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75688.pdf,https://drive.google.com/file/d/1csjAhMRm3xQsfESi8bopwwizy5ky5QXS/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1O7K5qMCOH3J7Gau2KaZN9sEbhFK4sERj,FALA,75689,75689,DO ROZPOZNANIA,https://drive.google.com/file/d/1O7K5qMCOH3J7Gau2KaZN9sEbhFK4sERj/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75689.pdf,https://drive.google.com/file/d/1O7K5qMCOH3J7Gau2KaZN9sEbhFK4sERj/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1cX9xHSMf8DCGNcuuAllMrYKct95kpSVL,FALA,75705-75706-75707-75708-75709-75710-75711-75712,75705-75706-75707-75708-75709-75710-75711-75712,DO ROZPOZNANIA,https://drive.google.com/file/d/1cX9xHSMf8DCGNcuuAllMrYKct95kpSVL/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75705_75706_75707_75708_75709_75710_75711_75712.pdf,https://drive.google.com/file/d/1cX9xHSMf8DCGNcuuAllMrYKct95kpSVL/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,12ZfCnlOFsSR3K9__DWmsuLGMHszxBEAW,FALA,75716,75716,DO ROZPOZNANIA,https://drive.google.com/file/d/12ZfCnlOFsSR3K9__DWmsuLGMHszxBEAW/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75716.pdf,https://drive.google.com/file/d/12ZfCnlOFsSR3K9__DWmsuLGMHszxBEAW/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1L9FkzWPSBvzxiAUSTZHC9Eapk26a2miN,FALA,75719,75719,DO ROZPOZNANIA,https://drive.google.com/file/d/1L9FkzWPSBvzxiAUSTZHC9Eapk26a2miN/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75719.pdf,https://drive.google.com/file/d/1L9FkzWPSBvzxiAUSTZHC9Eapk26a2miN/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,19AJAphYV9BivM2RUauku2GS5mX5GPDTt,FALA,75740,75740,DO ROZPOZNANIA,https://drive.google.com/file/d/19AJAphYV9BivM2RUauku2GS5mX5GPDTt/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75740.pdf,https://drive.google.com/file/d/19AJAphYV9BivM2RUauku2GS5mX5GPDTt/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1SWK2BnSeQ8APCVmk73oIPphY1CZc1V6R,FALA,75742,75742,DO ROZPOZNANIA,https://drive.google.com/file/d/1SWK2BnSeQ8APCVmk73oIPphY1CZc1V6R/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75742.pdf,https://drive.google.com/file/d/1SWK2BnSeQ8APCVmk73oIPphY1CZc1V6R/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1pNH5Vxv2qklNhMaIeXI4gpu1i8yJqJ3n,FALA,75743,75743,DO ROZPOZNANIA,https://drive.google.com/file/d/1pNH5Vxv2qklNhMaIeXI4gpu1i8yJqJ3n/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75743.pdf,https://drive.google.com/file/d/1pNH5Vxv2qklNhMaIeXI4gpu1i8yJqJ3n/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1PCqSj9PR2uGZF7098KAlaR2OeHlN0aR9,FALA,75745,75745,DO ROZPOZNANIA,https://drive.google.com/file/d/1PCqSj9PR2uGZF7098KAlaR2OeHlN0aR9/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75745.pdf,https://drive.google.com/file/d/1PCqSj9PR2uGZF7098KAlaR2OeHlN0aR9/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1TteOO7b_10w22N0E_6-3cAKnvdoXmCNO,FALA,75747,75747,DO ROZPOZNANIA,https://drive.google.com/file/d/1TteOO7b_10w22N0E_6-3cAKnvdoXmCNO/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75747.pdf,https://drive.google.com/file/d/1TteOO7b_10w22N0E_6-3cAKnvdoXmCNO/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1NSag2JaycT4tP0bzVrHJmzlgwRtu6s42,FALA,75748,75748,DO ROZPOZNANIA,https://drive.google.com/file/d/1NSag2JaycT4tP0bzVrHJmzlgwRtu6s42/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75748.pdf,https://drive.google.com/file/d/1NSag2JaycT4tP0bzVrHJmzlgwRtu6s42/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1c_Tsqg-_kdId9rskUBfCoQ6KZ1z5Zvm4,FALA,75749,75749,DO ROZPOZNANIA,https://drive.google.com/file/d/1c_Tsqg-_kdId9rskUBfCoQ6KZ1z5Zvm4/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75749.pdf,https://drive.google.com/file/d/1c_Tsqg-_kdId9rskUBfCoQ6KZ1z5Zvm4/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1COJxn5Uwlee9Qayn-IOVv2Ds-SIgKWXs,FALA,75760,75760,DO ROZPOZNANIA,https://drive.google.com/file/d/1COJxn5Uwlee9Qayn-IOVv2Ds-SIgKWXs/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75760.pdf,https://drive.google.com/file/d/1COJxn5Uwlee9Qayn-IOVv2Ds-SIgKWXs/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1IuKH3mWRIIZbWJMwnKelNLyOO7K0syD0,FALA,75762,75762,DO ROZPOZNANIA,https://drive.google.com/file/d/1IuKH3mWRIIZbWJMwnKelNLyOO7K0syD0/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75762.pdf,https://drive.google.com/file/d/1IuKH3mWRIIZbWJMwnKelNLyOO7K0syD0/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,10CB35QwoybNeaXN8iDurLd2-_YQrVpr-,FALA,75763,75763,DO ROZPOZNANIA,https://drive.google.com/file/d/10CB35QwoybNeaXN8iDurLd2-_YQrVpr-/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75763.pdf,https://drive.google.com/file/d/10CB35QwoybNeaXN8iDurLd2-_YQrVpr-/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1VxQAgl-Mj9LxB-sVesFX8ync3fiaHy8F,FALA,75764,75764,DO ROZPOZNANIA,https://drive.google.com/file/d/1VxQAgl-Mj9LxB-sVesFX8ync3fiaHy8F/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75764.pdf,https://drive.google.com/file/d/1VxQAgl-Mj9LxB-sVesFX8ync3fiaHy8F/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,18dGQA4XoOI6epOO2oVFMMQE8VFLKcx3U,FALA,75765,75765,DO ROZPOZNANIA,https://drive.google.com/file/d/18dGQA4XoOI6epOO2oVFMMQE8VFLKcx3U/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75765.pdf,https://drive.google.com/file/d/18dGQA4XoOI6epOO2oVFMMQE8VFLKcx3U/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1eCJ8tE_Pgxv-dgrS8RnCNXXa4LMDQH69,FALA,75767,75767,DO ROZPOZNANIA,https://drive.google.com/file/d/1eCJ8tE_Pgxv-dgrS8RnCNXXa4LMDQH69/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75767.pdf,https://drive.google.com/file/d/1eCJ8tE_Pgxv-dgrS8RnCNXXa4LMDQH69/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1-tRE3E__lYY63j8jepUi8oJp1toIpgdY,FALA,75768,75768,DO ROZPOZNANIA,https://drive.google.com/file/d/1-tRE3E__lYY63j8jepUi8oJp1toIpgdY/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75768.pdf,https://drive.google.com/file/d/1-tRE3E__lYY63j8jepUi8oJp1toIpgdY/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1-bfT2cMt5mB5SAopXutiEdyod6RfwOp5,FALA,75770,75770,DO ROZPOZNANIA,https://drive.google.com/file/d/1-bfT2cMt5mB5SAopXutiEdyod6RfwOp5/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75770.pdf,https://drive.google.com/file/d/1-bfT2cMt5mB5SAopXutiEdyod6RfwOp5/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1LidYPtupSaaSRozPBsGA3zCxkhj9caVp,FALA,75772,75772,DO ROZPOZNANIA,https://drive.google.com/file/d/1LidYPtupSaaSRozPBsGA3zCxkhj9caVp/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75772.pdf,https://drive.google.com/file/d/1LidYPtupSaaSRozPBsGA3zCxkhj9caVp/view?usp=drivesdk
75xxx,high,DO ROZPOZNANIA,1ibGWGSFK8CoZ4DFj4VX3kgQmgIsV1UV7,FALA,75773,75773,DO ROZPOZNANIA,https://drive.google.com/file/d/1ibGWGSFK8CoZ4DFj4VX3kgQmgIsV1UV7/preview,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,guessed_needs_confirmation,range_75_fala,FALA,Zakres 75xxx przypisany do FALA/armatura; wszystkie pozycje zostają oznaczone jako zgadnięte.,Czesci_zamienne_75773.pdf,https://drive.google.com/file/d/1ibGWGSFK8CoZ4DFj4VX3kgQmgIsV1UV7/view?usp=drivesdk
